Title,Link,Content
HK’s first mainland-curriculum school to help deepen understanding of Chinese values and cultivate global vision,https://www.cnbayarea.org.cn/english/News/content/post_1043100.html,"Hong Kong's first school that offers a Chinese mainland curriculum will start operation as early as the 2026-27 school year, the Global Times learned. Yew Wah School of Hong Kong plans to offer 12 years of primary and secondary mainland curriculum education, ensuring students have a deep understanding of Chinese history, culture and values while cultivating their global vision and bilingualism in Chinese and English.Located in Tin Shui Wai, the school is about 20 minutes of drive from the neighboring city Shenzhen, South China's Guangdong Province, which provides more choices for families from the mainland to Hong Kong for work or investment, Troy Lui, chief education officer of Yew Chung Yew Wah Education, told the Global Times in an exclusive interview. The Education Bureau of the Hong Kong Special Administrative Region (HKSAR) has allocated a greenfield site next to the Hong Kong Wetland Park for the Yew Chung Yew Wah Education Network to establish a non-profit-making private school offering mainland curriculum, and the school is expected to welcome its first batch of students in 2026 and will provide 900 school places. From the first to three years of the establishment of the school, it will offer primary and secondary curriculum, and from the four to six years, it will offer senior secondary curriculum and from seven to 10 years, the school is expected to offer curriculum covering 12 years of primary and secondary mainland curriculum education, Lui told the Global Times. ""Our goal is to become an excellent school for  racticing the mainland curriculum, and the school will also set up an internal review mechanism, taking reference from the mainland education authorities' annual inspection standards and international school certificate standards,"" he said. The chief education officer said that 900 school places in the initial stage will meet the current and future demand for mainland curriculum. The school, which mainly recruits mainland students from Hong Kong, will also serve Hong Kong local students who intend to study on the mainland.With the integrated development of the Guangdong-Hong Kong-Macao Greater Bay Area and Hong Kong attraction to mainland talent, the demand from mainland families in Hong Kong for mainland curriculum will increase, according to local media reports. The school's mainland curriculum with elements of international curriculum implemented will help students, no matter which stage of study they are in, can seamlessly integrate with mainland courses, Lui said. ""On the other hand, it also allows students to have sufficient advantages in terms of bilingual, academic abilities and learning methods whether they choose mainland or oversea universities.""Hong Kong's education sector has seen a number of positive changes over the past few years since the implementation of the National Security Law for Hong Kong and the electoral reform, which helped bring back the social order and fix the loopholes in local governance. Courses in Yew Wah School of Hong Kong will be taught in Putonghua and English, not in Cantonese. The school has been promoting ""bilingual and multicultural education"" for many years. In Hong Kong, it is even biliterate and trilingual. Students in Yew Chung International School of Hong Kong - under the Yew Chung Yew Wah Education Network - can speak Cantonese, Putonghua and English. ""If mainland students come to Yew Wah School of Hong Kong in the future, they should inherit the existing tradition and be encouraged to develop the three spoken languages,"" Lui said. As the first school in Hong Kong to offer a mainland curriculum, Yew Wah School of Hong Kong has responded to the real needs of ""Hong Kong drifters."" For a long time, due to the different educational systems and examination content between Hong Kong and the mainland, ""Hong Kong drifters"" have faced practical problems such as their children's schooling while working in Hong Kong. Hong Kong drifters refer to people mostly hailing from the mainland who come to the city hoping to change their life for the better.Many mainland talents who have obtained permanent residence status in Hong Kong also express the willingness to let their children study in mainland courses, the Global Times learned."
Hengqin unveils incentives to lure Macau businesses to office buildings before rulebook takes effect,https://www.cnbayarea.org.cn/english/News/content/post_1043099.html,"Mainland Chinese authorities have dangled another package of financial stimulus to attract businesses from Macau to commercial buildings in neighbouring Hengqin, with eligible enterprises to be given subsidies across a wide range of fronts including renovation, rent, and research.
Authorities in the Guangdong-Macao In-Depth Cooperation Zone in Hengqin today issued what it called a “guidebook for Macau-funded enterprises” moving onto the island.
Prospective beneficiaries include companies incorporated in Macau and up and running for at least two years, with at least 25 per cent of their shares held by locals or legal persons from the SAR – by way of either direct or indirect ownership.
Businesses moving into commercial properties approved by Hegnqin authorities could be entitled to a rent allowance for as long as three years, to a maximum of 70 per cent of their evaluated rents – or RMB70 (US$10) per square metre a month.
An additional grant for refurbishment will also be available – up to 70 per cent of the renovation cost, or a maximum of RMB1000 per square.
Each enterprise could obtain at most RMB1 million under this measure.
The Hengqin administration also said that it would reward companies for producing revenue at a certain rate, with an enterprise given a one-off payment of RMB600,000, up to RMB1.2 million at most.
When it comes to scientific and technological research, as much as RMB5 million in grants could be provided to drive high-end manufacturing and advancements in technology.
According to today’s announcement, the MICE sector is also among the prospective beneficiaries of the fresh financial support, with each business looking to take part in conferences, events, and exhibitions to be given RMB150,000 in subsidies annually, as well as a 90-percent exemption from booth costs."
"GBA postdocs compete, exchange during Zhuhai competition",https://www.cnbayarea.org.cn/english/News/content/post_1043097.html,"Thirty-seven teams from 22 provinces (autonomous regions and municipalities) and 17 overseas countries and regions are competing in the ongoing finals of the 1st Guangdong-Hong Kong-Macao Greater Bay Area Postdoctoral Innovation and Entrepreneurship Competition in Zhuhai, from Feb 27 to 28.
The competition attracted nearly 10,000 participants from 2,161 teams. Among them, 360 members come from Hong Kong and Macao, and 597 from overseas countries, officials announced at a Feb 26 press conference for the event at the Zhuhai International Convention & Exhibition Center in Shizimen.
The competition is expected to improve the innovation and entrepreneurship capabilities of young sci-tech postdoctoral talents, said Wei Jianwen of Guangdong Province's Department of Human Resources and Social Security. This will provide strong talent support for Guangdong to implement major development strategies, while also boosting Guangdong's socioeconomic development.
The submitted projects cover eight major industries, including new-generation information technology, semiconductors and integrated circuits, biomedicine and big health, high-end equipment manufacturing, new materials, new energy (including new-energy vehicles), energy conservation and environmental protection. All of which will cater to Guangdong's industrial cluster development.
Zhuang Wei, an academician of the Russian Academy of Engineering, expressed hopes that young postdocs in Guangdong, Hong Kong, and Macao can learn from each other and share their outcomes during the event.
A talent exchange fair for doctorates and postdocs is held concurrently with the competition, gathering more than 200 higher education institutions, sci-tech research institutes, and famous enterprises, and creating platforms for high-caliber talents to share experiences and outcomes. Nearly 140 research institutes and more than 60 nationally famous investment and financing institutions also reach out to talents during this event.
Wang Lingping, deputy secretary general of Zhuhai Municipal People's Government, said that Zhuhai has been giving priority to talent development and has released a series of supporting policies. These policies have encouraged nearly 100,000 talents to innovate and start businesses in Zhuhai in recent years.
Gao Xiaoyan of Zhuhai's Xiangzhou District noted that Xiangzhou, as the host of this year's event, will show its sincerity in respecting and caring for talents, and that the district will strive to attract more outstanding projects and talents.
Moreover, the fifth Zhuhai Innovation & Entrepreneurship Fair for Global Young PhDs and Postdocs Researchers took place on Feb 25. It gathered more than 250 doctoral and postdoctoral scholars from home and abroad, as well as more than 100 key Zhuhai enterprises and over 20 domestic and Macao universities.
Of note, the List of 10 Young Doctoral-Postdoctoral Innovative Figures in Zhuhai was released for the first time, with the average age of the entrees sitting at 35. Eight of the ten figures have been selected into major national, provincial, and municipal talent projects, and all of them have achieved key sci-tech research outcomes in the city's major industries."
Photos | Highlights of the 2022 Hengqin Marathon,https://www.cnbayarea.org.cn/english/News/content/post_1042819.html,"The 2022 Hengqin Marathon started at 7:30 am on February 26, with 12,000 runners from the Guangdong-Hong Kong-Macao Greater Bay Area showing their passion for the event. After two years, the Hengqin Marathon, the most popular and dynamic large-scale sports event in the Guangdong-Macao In-Depth Cooperation Zone in Hengqin, has finally returned.
Chinese reporters: Wufeng, Pengbo
Photos: Qian Wenpan"
Hengqin Cooperation Zone introduces new measures to support Macao businesses,https://www.cnbayarea.org.cn/english/News/content/post_1042757.html,"On February 28, Hengqin released a package of support measures for the development of Macao-funded enterprises in the Cooperation Zone.
“The newly-released support measures are targeted at Macao-funded enterprises, which is also the first special policy of its kind since the inauguration of the Cooperation Zone,” said Fu Yongge, deputy director of the Executive Committee of the Guangdong-Macao In-depth Cooperation Zone in Hengqin, at the press conference.
With 6 chapters and 19 articles, the new measures will support eligible Macao-funded businesses in terms of rent, decoration and R&D subsidies, as well as brand launching and operation incentives.
According to the press conference, the measures aim to back the growth of Macao-funded enterprises in the Cooperation Zone, set up special funds to benefit Macao players, create a favourable business environment, and lower the operational costs for these enterprises.
“To facilitate the implementation of the support measures, the Economic Development Bureau of the Cooperation Zone also issued an operational guidebook to help Macao investors get more details about the applications for subsidies,” said Su Kun, deputy director of the Executive Committee of the Cooperation Zone.
Besides, an application website is under construction, and it is expected to be tested and launched by this April.
Fu also said that the Cooperation Zone would issue policies on talent attraction, cultural tourism, convention and exhibition, and commercial and trade industries this year.
So far, it has introduced a series of special supportive policies for industries like the integrated circuit (IC), biomedicine, big health and modern financing. At present, there are 5,392 Macao-funded enterprises in Hengqin, up 16.5 percent compared with that before the establishment of the Cooperation Zone.
For more details of the support measures and operational guidebook:
1. Support Measures for the Development of Macao-funded Enterprises in the Guangdong-Macao In-Depth Cooperation Zone in Hengqin
2. Operational Guidebook on Support Measures for the Development of Macao-funded Enterprises in the Guangdong-Macao In-Depth Cooperation Zone in Hengqin
Author | Fanny
Editor | Olivia, Steven, Abby, James"
Over 50% of foreign companies listed China as one of the top three investment destinations in global: AmCham South China,https://www.cnbayarea.org.cn/english/News/content/post_1042719.html,"China has still deemed the most attractive destination for investment. More than 50% of foreign companies listed China as the top three investment destinations globally, according to the latest report by the American Chamber of Commerce in South China (AmCham South China) on February 27.
AmCham South China released its 2023 White Paper on the Business Environment in China and 2023 Special Report on the State of Business in South China.
According to the special report, more than 90% of the participating companies select China as one of the most important investment destinations. China is believed to enjoy a high return on investment (ROI), with 88% of the participating companies reported to have gained profits in China. Among them, up to 90% of American companies have achieved profitability.
Also, the special report indicated that the investment enthusiasm of companies is on an upward trajectory, with four-fifths of companies reinvested in China in 2022. Moreover, 75% of the participating companies plan to reinvest in China in 2023, including 68% of American companies that are determined to dig deeper into the Chinese market.
Guangzhou has been recognized as China's top preferred investment destination six years in a row, followed by Shenzhen, Shanghai, and Beijing, said the report.
Harley Seyedin, President of AmCham South China, explained that the studies released today show that China's economy will be a crucial locomotive in promoting global economic growth in 2023, ""Now is the best time for China and the U.S. to come back to the negotiating table and work hand in hand to resolve their differences.""
This year, 210 companies participated in the studies. Considering the gathering of the study data was completed by December 15, 2022, AmCham South China plans on conducting a mid-year study. Since China has optimized its COVID-19 policies, foreign companies will increase their budget for reinvestment, added Harley.
Reporter: Nan
Editors: Olivia, James"
Guangdong’s co-op zones to boost financial opening up,https://www.cnbayarea.org.cn/english/News/content/post_1042718.html,"China's central bank and four other authorities have released measures to deepen financial reforms and opening up in Qianhai and Hengqin in southern Guangdong Province.
The nation's central bank and banking and insurance, securities, and foreign exchange regulators, as well as the Guangdong provincial government, on Thursday released 30 measures to support Shenzhen's Qianhai in achieving a high-level interconnection with Hong Kong's financial market by 2025.
The measures are aimed at establishing a financial rule system in line with international standards and a world-class financial environment inside the Qianhai Shenzhen-Hong Kong Modern Service Industry Cooperation Zone by 2035.
Focusing on deepening financial cooperation between Shenzhen and Hong Kong, the newly-released measures will help Hong Kong residents to open accounts with mainland banks and beef up credit reporting cooperation, while helping enterprises to conduct credit financing, the central bank's sub-branch in Shenzhen said.
The measures will comprehensively facilitate cross-border trade and investment as well as cross-border Renminbi settlement for new trade models.
Data shows that over 2,000 Hong Kong-funded financial institutions have registered in Qianhai.
The five government authorities also released 30 measures to boost financial cooperation between Zhuhai's Hengqin and Macao on Thursday.
According to the new measures, services regarding the livelihoods of residents in the Guangdong-Macao In-depth Cooperation Zone in Hengqin, including individual cross-border transactions, mobile payments, credit financing, insurance and employment, will be facilitated.
The new measures stress strengthening financial support for tourism, commerce and exhibition industries in Hengqin, as well as promoting the development of international financial leasing and factoring.
The measures expand the scope of cross-border asset transfer and promote cross-border Renminbi settlement, eyeing building a financial rule system on a par with international standards in Hengqin."
How to propel growth of international I and T hub in HK?,https://www.cnbayarea.org.cn/english/News/content/post_1042717.html,"The opening ceremony of the Hong Kong InnoX Academy was held on July 12, 2022. [Photo:/China News Service]
Promoting innovation and development has always been the top priority of the Hong Kong Special Administration Region (HKSAR) government. The 14th Five-Year Plan clearly supports Hong Kong in building an international innovation and technology (I&T) hub.
On the occasion of the 25th anniversary of Hong Kong's return to China, Xi Jinping — general secretary of the Communist Party of China (CPC) Central Committee, Chinese president and chairman of the Central Military Commission — inspected the Hong Kong Science Park on June 30,2022.
Why is this ""the best time for Hong Kong to develop innovation and technology)?"" In an interview with ""W. E. Talk"" of China News Service, Teng Jinguang, president of Hong Kong Polytechnic University (PolyU) and vice president of Greater Bay Area Association of Academicians (GBAAA), sorted out the advantages and disadvantages of Hong Kong's I&T development. He also made suggestions for building an international I&T center and integrating it into national science and technology development.
Excerpts from the interview:
CNS: On July 1, the 25th anniversary of Hong Kong's return to China, President Xi delivered an important speech in Hong Kong and paid a special visit to the Hong Kong Science Park. What opportunities and advantages do you see for development?
Teng Jinguang: President Xi, on behalf of the central government, attaches great importance to it, with high expectations, which is an essential driving force for Hong Kong's I&T growth in the future.
Its main advantage lies in its rich reserve of talents in basic scientific research. Several universities in Hong Kong have made achievements in this field. Hong Kong is a place where Chinese and Western cultures blend, in line with international standards in mechanism. It is relatively easy to attract overseas talents because English is widely used, and it is convenient to communicate with other countries.
From the perspectives of planning, land release, talent policies and connectivity with the Guangdong-Hong Kong-Macao Greater Bay Area (GBA), Hong Kong's biggest I&T development opportunity in the future will lie in the northern metropolitan area.
CNS: The 14th Five-Year Plan clearly supports Hong Kong in building an international I&T hub. What efforts should Hong Kong make to develop innovation and technology?
Teng Jinguang: Despite all its advantages as an international financial center, Hong Kong has not developed a thriving I&T industry in the last few decades. The reason is that the chain of its industry is very long, from basic research to translational research and then to productization. Translational research and productization are very important, but Hong Kong has shortcomings in both. There are areas in which Hong Kong has a large enough market and capacity to develop its I&T industry, such as smart cities or services for the aging. However, other fields, such as microelectronics and artificial intelligence related to the industrial base, industrial chain, land supply and human resources, are restricted.
To develop the I&T industry in Hong Kong, we should first optimize land and talent policies, releasing more land. Only when land is available will there be land for industry. To attract talents to Hong Kong, we need to solve the housing problem, which also involves the land problem.
Hong Kong needs to enhance cooperation with the GBA and other cities on the mainland, as it has a small market in some sectors. Its scientific and technological research and development (R&D) achievements should be integrated with the market in the GBA and even in the whole country. In terms of manufacturing, Hong Kong also needs to integrate with the GBA's industrial chain and even the national market. For example, HAI Robotics Co., Ltd., a unicorn company cultivated by PolyU and a warehouse storage robot company, has few warehouses and a small market in Hong Kong, but it has developed well in Shenzhen.
The GBA and other cities on the mainland can make up for the deficiencies in Hong Kong's industrial chain and market. Without an industrial chain and market, it is difficult for R&D technology and application to succeed.
CNS: Many people in the I&T field describe Hong Kong's current I&T development prospects as a ""golden age."" Do you agree?
Teng Jinguang: Hong Kong's economic development has indeed reached the stage where the whole society has realized that on the basis of the original economic activities, including finance and real estate, it is necessary to promote some new economic activities and expand the I&T industry. At the same time, the country also needs to vigorously improve the level of science, technology and innovation capabilities. In this environment, we have formulated the GBA’s development strategy, positioning Hong Kong as an international I&T center, as was explicitly mentioned in the14th Five-Year Plan.
Hong Kong has the advantages of basic research talents, an international environment and advanced financial systems. In the last few years, the HKSAR government has made endless efforts and invested more than HK$150 billion ($19 billion) to promote I&T development. The previous HKSAR government also launched InnoHK to support local universities, world-renowned universities and research institutions in setting up joint laboratories in the Hong Kong Science Park for R&D.
So I think there has never been a better time for Hong Kong to develop its I&T industry.
CNS: As you mentioned, the HKSAR government has invested a lot of resources in I&T development. Do you think it is enough for now? What other aspects do you expect the SAR government to support in the future?
Teng Jinguang: At present, resource investment is good, but it will definitely continue in the future. Hong Kong has strong basic research capacity and abundant talents, but the funding for basic research is still insufficient. At the eight universities funded by the University Grants Committee in Hong Kong, there are only about 5,000 places for Ph.D. students directly funded by the HKSAR government. Of course, the universities will also use other funds to recruit doctoral candidates. We need more government-funded doctoral places to cultivate more creative talents.
For the projects (General Research Fund projects), funded by the Research Grants Council for local university scholars to engage in basic research, the funding of each project has not changed in 20 years. Many scholars call for an increase. Furthermore, the HKSAR government also needs to increase investment in application and translational research so that the research results can be better transformed into productivity.
CNS: What achievements has Hong Kong made in the last years?
Teng Jinguang: Over the last 20 years, there has been an obvious achievement: namely, developing several local universities into world-class universities. In 2020, Hong Kong conducted a research assessment, which concluded that about 70% of the research work done by eight universities in Hong Kong reached world-leading or international-excellence levels. What a big difference in more than 20 years!
Second, Hong Kong has made new progress in various aspects. For example, the Hong Kong Science Park and the Cyberport have been completed and put into use. Hong Kong is preparing to collaborate with Shenzhen to build a Hong Kong-Shenzhen Innovation and Technology Park at the Lok Ma Chau Loop in Hong Kong. The Innovation and Technology Fun under the Innovation and Technology Commission has also supported many projects so that some applied R&D centers have been established. These have laid a solid foundation for Hong Kong's I&T growth.
CNS: Hong Kong has the unique advantage of its proximity to the mainland and strong international connections. Having worked overseas and taught in Hong Kong, you have an international academic background. Based on your own experience, can you talk about the similarities and differences between China and the West in the academic and industrial atmosphere? How can Hong Kong leverage its strengths to become an international I&T hub?
Teng Jinguang: In terms of the academic and industrial technology atmosphere between China and the West, it is difficult to specify. Generally speaking, the so-called West refers to some relatively developed countries, such as the United States, Britain, Canada and Australia, whose culture is different from China's. Modern science and technology were first developed there. China has made great progress in the last few decades, but there is still a gap between China and the West in some areas, and we still need to develop and learn. We also have a lot of advantages, such as the state system, which allows us to concentrate our forces on major tasks. China's high-speed rail development is a good example.
Hong Kong should be better integrated into the national innovation system and contribute to the country with its own strengths. When the country is in need, Hong Kong can also make contributions. This is a good opportunity for development. For example, PolyU's participation in the Chang'e-5 lunar exploration mission, which contributed to the nation's first sampling from the surface of the moon and brought the samples back to Earth, demonstrated strengths.
CNS: Hong Kong has gradually begun to participate in more state-level scientific research projects. What advantages does Hong Kong's scientific research have in promoting national innovation and technology development?
Teng Jinguang: There are 16 State Key Laboratories and six Hong Kong Branches of Chinese National Engineering Research Centers, which are part of the national innovation and technology system. Local universities can also participate in or undertake research projects sponsored by the governments or enterprises of various mainland cities through the Shenzhen Research Institute.
I believe that in the future the SAR government will have closer scientific research cooperation with the central government, so that more competent Hong Kong scientists can participate in key R&D projects planned by the country. The funds can be supported by both sides. It is also an important way to integrate Hong Kong's research strength into the national science and technology development program.
For PolyU, we hope to encourage more teachers to visit the Greater Bay Area and other cities across the country after the pandemic. If our research capabilities are needed and recognized, we can discuss the establishment of translational Research Institutes of Technology, providing space and funding for research, with PolyU providing technology and professional guidance, so that the basic research results of PolyU can be applied everywhere. This will also increase our scientific research motivation and resources, making greater contributions to the national development of science and technology.
CNS: The GBAAA was founded last year. As GBAAA vice chairman and one of its co-sponsors, what role do you think it will play in the Hong Kong's I&T development?
Teng Jinguang: Most GBAAA members are academicians of the Chinese Academy of Sciences (CAS) and the Chinese Academy of Engineering (CAE) working in the Greater Bay Area. CAS and CAE are both consulting groups that often make suggestions for national science and technology development policies. The academicians will also put forward policy suggestions to the HKSAR government and the central government on Hong Kong's I&T development and how to integrate it into the national technology development pattern. It will help Hong Kong better integrate into, and contribute to, national scientific and technological development."
Overseas Chinese Entrepreneurs Investment (Guangdong) Conference kicks off in Guangzhou,https://www.cnbayarea.org.cn/english/News/content/post_1042575.html,"On February 25, Overseas Chinese Entrepreneurs Investment (Guangdong) Conference kicked off in Guangzhou.
Top leaders in Guangdong and about 450 overseas Chinese entrepreneurs and representatives attended the conference.
“Guangdong will provide more convenient and caring services to overseas Chinese so as to help them make innovations or start their businesses, seek cooperation and exchanges, as well as look for their ancestral roots at home. We genuinely welcome them to visit Guangdong more often,” said Huang Kunming, Party secretary of Guangdong, at the conference.
According to governor Wang Weizhong, with the support and participation of overseas Chinese entrepreneurs, Guangdong has made remarkable achievements since China’s reform and opening-up.
Wang also stressed that the province will offer overseas Chinese and fellow Chinese from Hong Kong SAR, Macao SAR and Taiwan better services and a sound environment when coming to develop in Guangdong.
The opening ceremony showcases contributions made by the attending entrepreneurs to Guangdong's socio-economic development. And an on-site project signing ceremony was also held together with the release of ""Overseas Chinese Participation in High-quality Development Initiative”.
The event calls on overseas Chinese entrepreneurs and enterprises to participate in the high-quality development of Guangdong.
From the afternoon of February 25 to the 27th, the participating entrepreneurs will visit Guangzhou, Shaoguan, Huizhou, Shanwei, Zhongshan, Zhanjiang, and other cities in Guangdong.
According to the Conference, the overseas Chinese investors, from 28 countries and regions involving major member states along the route of the Belt and Road Initiative and under the Regional Comprehensive Economic Partnership (RCEP), have invested or traded in all 21 prefecture-level cities of Guangdong.
The investment projects focus on the province's 20 strategic industrial clusters including advanced materials, bio-medicine and health, new-generation electronic information, high-end equipment manufacturing, and others.
Author |Fanny
Video | Zoey
Editor |Wing, Nan, Monica, Jerry"
Guangdong cross-border e-commerce industry expanded by 43 times in 7 years,https://www.cnbayarea.org.cn/english/News/content/post_1042574.html,"From 2015 to 2022, Guangdong's import and export volume on cross-border e-commerce has increased from 14.8 billion RMB in 2015 to 645.4 billion RMB in 2022 with a scale of nearly 43 times and an average annual growth rate of 72%, accounting for 31% of the national total, According to a provincial-level seminar recently.
Up to now, Guangdong has more than 1,000 overseas warehouses globally, covering an area of nearly 6 million square meters.
According to the Department of Commerce of Guangdong Province, all 21 cities in the province have been approved as cross-border e-commerce comprehensive test areas, ranking first in the country.
Next, Guangdong will adopt effective measures to stabilize the total scale of cross-border e-commerce.
Guangzhou, the capital city of Guangdong, plans to build itself as an international hub for cross-border e-commerce by forming a world-class cross-border e-commerce ecosystem, facilitating its port logistics services, and exploring more innovative preferential policies.
Shenzhen proposes that by 2025, the import and exports of cross-border e-commerce will reach 300 billion RMB, and the area of overseas warehouses will total 3.5 million square meters.
Dongguan, a manufacturing powerhouse in the province, plans to achieve a cumulative cross-border e-commerce import and export of more than 500 billion RMB by 2025.
Shantou, an eastern city of Guangdong and one of the national special economic zones, has many connections with overseas Chinese. The city is about to fully utilize the advantage and adopt preferential policies to attract overseas talent and investment to promote its cross-border e-commerce industry.
Policy support, industrial innovation, and market potential bring confidence to enterprises. Shenzhen's Easy-to-reach Technology Co., Ltd. Now operates overseas warehouses with an area of over 1.2 million square meters, and its revenue is expected to exceed 19 billion yuan in 2022. A senior staff introduced that the company had planned to expand its business and upgrade itself into a global supply chain service provider.
Reporter | Nan
Editors | Wing, Jerry"
"HKSAR, Macao SAR chief executives exchange views on cooperation, GBA development",https://www.cnbayarea.org.cn/english/News/content/post_1042573.html,"Chief Executive of the Hong Kong Special Administrative Region (HKSAR) John Lee and Chief Executive of the Macao Special Administrative Region (SAR) Ho Iat Seng met Saturday in Hong Kong, exchanging views on promoting cooperation between the two SARs and high-quality development of the Guangdong-Hong Kong-Macao Greater Bay Area (GBA).
Lee said that since the implementation of full resumption of normal travel between Hong Kong and Macao on Feb 6, travel between the two places has resumed vigorously, demonstrating close ties and connection between Hong Kong and Macao.
He added that being SARs of China, both Hong Kong and Macao uphold the principle of ""one country"" while leveraging the advantages of ""two systems"". With the unique advantages under ""one country, two systems"", Hong Kong and Macao are integrated into the mainland while having strong international connectivity, serving as a bridge linking the mainland and the rest of the world.
Hong Kong and Macao are both cities in the GBA, jointly promoting regional development, participating in, contributing to and benefiting from the prosperous development of the country, Lee said.
He said that Hong Kong and Macao had all along been maintaining close cooperation in various areas, including commerce, cross-boundary infrastructure and cultural tourism under the spirit of complementarity, with a view to jointly promoting the development of the GBA.
Ho said that Hong Kong and Macao have a close relationship, and Hong Kong has given Macao strong support in many aspects. The two SARs will strengthen cooperation and coordinated development in science and technology innovation, finance, traditional Chinese medicine, tourism, culture, sports and other fields, and promote win-win cooperation in industrial development.
Ho said that Hong Kong and Macao could further strengthen cooperation and jointly organize major events in the process of participating in the high-quality development of the GBA and integrating into the country's overall development, so as to inject new impetus into the development of the GBA, create a better life for residents and jointly write a new chapter in the great cause of ""one country, two systems"".
Ho led a delegation from the Macao SAR government to Hong Kong Saturday. The delegation visited the Hong Kong Science Park and the Center for Chinese Herbal Medicine Drug Development, and learned more about the progress and opportunities for cooperation."
Macao CE: All-out effort to implement ‘Opinions’ document for Cooperation Zone in Hengqin,https://www.cnbayarea.org.cn/english/News/content/post_1042572.html,"The Macao Special Administrative Region (MSAR) Government will devote its utmost effort to implement the guidance outlined in the Opinions on Financial Support for the Development of the Guangdong-Macao Intensive Cooperation Zone in Hengqin and in other related policies introduced to accelerate the development of the Cooperation Zone.
The Chief Executive, Mr Ho Iat Seng, spoke to reporters today in Hengqin, after attending a ceremony marking the “Policy Release on Financial Support for the Development of the Guangdong-Macao In-Depth Cooperation Zone in Hengqin and the Qianhai Shenzhen-Hong Kong Modern Service Industry Cooperation Zone”.
Mr Ho stated that the Central Government and other relevant departments had, since the establishment of the Cooperation Zone on 17 September 2021, given strong support to the latter’s development, injecting new impetus into the project and contributing to its advancement.
The Chief Executive said he believed that the Cooperation Zone had bright development prospects, underpinned by the joint effort of the MSAR Government and the Guangdong Government in the framework of the Master Plan of the Development of the Guangdong-Macao Intensive Cooperation Zone in Hengqin, in conjunction with a number of favourable measures that were being introduced: from preferential customs and immigration policies, to the promulgation of the Regulation for Promoting Development of the Guangdong-Macao Intensive Cooperation Zone in Hengqin, as well as the publishing of the latest Opinions document.
Mr Ho discussed some of the measures featured in the Opinions document, including Macao’s role as a financial service platform for commercial and trade cooperation between China and Portuguese-speaking countries. He said Macao was playing that role effectively: Mr Ho noted that the headquarters and the supporting office to the permanent secretariat of the Forum for Economic and Trade Co-operation between China and Portuguese-speaking Countries were both based in Macao.
In addition, he added, the MSAR Government had always played an important role in helping to organise the Ministerial Conference of the Forum for Economic and Trade Co-operation between China and Portuguese-speaking Countries. There were plans for Macao to host this year another edition of the Ministerial Conference, and MSAR Government was stepping up effort to support the event, said Mr Ho.
In a separate occasion today, speaking on the sidelines of a reception to mark the International Women's Day, Mr Ho stated that the mutual recognition of driving licences between the mainland and Macao did not mean that drivers from the mainland had the right to work in Macao. The new measure would not affect driver positions reserved for Macao ID holders only, Mr Ho stressed.
The Chief Executive also talked about the planning of a forthcoming visit to Portugal, Luxembourg and Belgium, which aimed to strengthen external exchange and bolster synergy within industries.
He said he was confident that city-wide gross gaming revenue for 2023 would meet the Government’s target of 130 billion patacas."
Hengqin Cooperation Zone gets financial support to facilitate cross-border payment,https://www.cnbayarea.org.cn/english/News/content/post_1042554.html,"The People's Bank of China, China Banking and Insurance Regulatory Commission, China Securities Regulatory Commission, State Administration of Foreign Exchange and Guangdong government jointly issued 30 specific measures on financial support for the construction of the Guangdong-Macao In-Depth Cooperation Zone in Hengqin on February 23. The major measures include to allow the use of Macao pataca for small payments in the cooperation zone.
The newly-released 30 measures focus on building a financial environment that facilitates the life and employment of Macao residents, promoting the connectivity of financial market and infrastructure between the cooperation zone and Macao, developing a modern financial industry that boosts Macao's appropriately diversified development, promoting cross-border trade and investment facilitation.
In terms of people's livelihood services, the measures propose to create a financial environment similar to that of Macao, by facilitating personal cross-border transactions, mobile payments, credit financing, insurance and others.
For instance, it will be easier for Macao residents to conduct mobile payment with RMB in the cooperation zone. It will promote the common use of different mobile payment tools in the zone.
As for employment, financial professionals with overseas practice qualifications can provide services in the zone after filing if they meet industry regulatory requirements. And their overseas work experience can be treated as domestic experience.
The measures also provide financial support for the development of cultural tourism, commerce, and exhibition industries. It supports free yacht travel between Guangdong, Hong Kong and Macao in the zone. Guangdong and Macao institutions can jointly establish an RMB overseas investment loan.
Another highlight involves the financial cooperation with Macao, supporting the zone to expand the opening-up of financial services to Macao. Macao banking and insurance financial institutions will be easier to enter the zone under the CEPA (The Mainland and Hong Kong Closer Economic Partnership Arrangement), and it supports the establishment of a financial service platform between China and Portuguese-speaking countries.
Author: Will
Editor: Wing, Nan, Jerry"
